"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","(ticker)"
"1270","FINW",2022-03-04 16:00:02,"FinWise Bancorp",22,257355792,3.27,6.1620793,2.229229,12772000,"USD","2021-03-31",74222000,NA,113464000,4251000,1488000,NA,3074000,207776000,670000,330053000,2847000,6463000,NA,191576000,277743000,1000,34301000,NA,18008000,NA,52310000,52310000,39242000,188511000,NA,NA,NA,NA,79704000,"FINW"
"1271","FISI",2022-03-04 16:00:04,"Financial Institutions, Inc.",31.77,499463104,4.78,6.635983,1.0099981,15746000,"USD","2021-09-30",288426000,NA,334802000,1366160000,63059000,67071000,9072000,3783029000,NA,5623193000,NA,41507000,NA,4992007000,5129180000,161000,369019000,-18244000,125785000,-12116000,476721000,402062000,30237000,4974963000,NA,NA,NA,NA,73834000,"FISI"
"1272","FISV",2022-03-04 16:00:03,"Fiserv, Inc.",97.3,63471812608,1.99,48.904522,2.043765,652196992,"USD","2021-09-30",9.33e+08,2.793e+09,1.8425e+10,2.697e+09,1.717e+09,3.6303e+10,1.4268e+10,2.357e+09,NA,7.5767e+10,1.4733e+10,5.081e+09,9.88e+08,1.7562e+10,4.3183e+10,8e+06,1.4442e+10,-5.828e+09,2.2974e+10,-6.49e+08,3.1596e+10,-1.8975e+10,1.3295e+10,4.96e+08,7.82e+08,NA,NA,NA,1.9959e+10,"FISV"
"1273","FITB",2022-03-04 16:00:04,"Fifth Third Bancorp",44.57,30546733056,3.73,11.9437,1.5137614,685673024,"USD","2021-09-30",3.213e+09,NA,1.3536e+10,7.3323e+10,3.159e+09,4.514e+09,1.112e+09,1.12087e+11,NA,2.07731e+11,2.243e+09,1.91e+09,NA,1.71374e+11,1.85207e+11,2.051e+09,1.9817e+10,-5.071e+09,3.611e+09,1.637e+09,2.0408e+10,1.5725e+10,5.646e+09,1.65108e+11,NA,NA,NA,3.1e+07,1.1272e+10,"FITB"
"1274","FITBI",2022-03-04 16:00:02,"Fifth Third Bancorp - Depositar",27.79,18376890368,3.73,7.0428953,0.8926266,655616000,"USD","2021-09-30",3.213e+09,NA,1.3536e+10,7.3323e+10,3.159e+09,4.514e+09,1.112e+09,1.12087e+11,NA,2.07731e+11,2.243e+09,1.91e+09,NA,1.71374e+11,1.85207e+11,2.051e+09,1.9817e+10,-5.071e+09,3.611e+09,1.637e+09,2.0408e+10,1.5725e+10,5.646e+09,1.65108e+11,NA,NA,NA,3.1e+07,1.1272e+10,"FITBI"
"1275","FITBO",2022-03-04 16:00:03,"Fifth Third Bancorp - Depositar",25.58,NA,3.73,6.5844502,0.83452255,NA,"USD","2021-09-30",3.213e+09,NA,1.3536e+10,7.3323e+10,3.159e+09,4.514e+09,1.112e+09,1.12087e+11,NA,2.07731e+11,2.243e+09,1.91e+09,NA,1.71374e+11,1.85207e+11,2.051e+09,1.9817e+10,-5.071e+09,3.611e+09,1.637e+09,2.0408e+10,1.5725e+10,5.646e+09,1.65108e+11,NA,NA,NA,3.1e+07,1.1272e+10,"FITBO"
"1276","FITBP",2022-03-04 16:00:03,"Fifth Third Bancorp - Depositar",25.92,NA,3.73,6.932976,0.87869525,NA,"USD","2021-09-30",3.213e+09,NA,1.3536e+10,7.3323e+10,3.159e+09,4.514e+09,1.112e+09,1.12087e+11,NA,2.07731e+11,2.243e+09,1.91e+09,NA,1.71374e+11,1.85207e+11,2.051e+09,1.9817e+10,-5.071e+09,3.611e+09,1.637e+09,2.0408e+10,1.5725e+10,5.646e+09,1.65108e+11,NA,NA,NA,3.1e+07,1.1272e+10,"FITBP"
"1277","FIVE",2022-03-04 16:00:03,"Five Below, Inc.",152,8384761344,4.662,32.1021,8.115172,56025400,"USD","2021-10-30",86753000,NA,933916000,NA,1879951000,NA,NA,9585000,NA,2823452000,42811000,38943000,NA,613602000,1790203000,560000,698866000,NA,333823000,NA,1033249000,1033249000,74993000,253817000,NA,NA,224563000,521107000,NA,"FIVE"
"1278","FIVN",2022-03-04 16:00:03,"Five9, Inc.",107.5,6736553984,-0.785,NA,31.599092,69149600,"USD","2021-09-30",82465000,62456000,535135000,208468000,117222000,165420000,42843000,81818000,NA,1150906000,60247000,14287000,NA,147052000,979836000,68000,-224835000,225000,395612000,225000,171070000,-37193000,36347000,21330000,76386000,NA,332824000,NA,773353000,"FIVN"
"1279","FIXX",2022-03-04 16:00:04,"Homology Medicines, Inc.",3.36,172593904,-1.734,NA,0.86906475,57150300,"USD","2021-09-30",95829000,1e+05,191817000,NA,37725000,NA,NA,1274000,NA,230816000,3208000,1958000,NA,18705000,32245000,6000,-390549000,-5000,589119000,-5000,198571000,198571000,NA,3522000,NA,NA,91722000,NA,NA,"FIXX"
"1280","FIZZ",2022-03-04 16:00:02,"National Beverage Corp.",42.77,3983924480,1.8,23.716667,8.818425,93322200,"USD","2021-10-30",273037000,88241000,450484000,NA,165381000,13145000,1615000,4803000,NA,635428000,9396000,24298000,NA,139758000,188582000,1017000,430772000,-18829000,38836000,304000,451796000,437036000,NA,90347000,NA,NA,NA,78789000,NA,"FIZZ"
"1281","FKWL",2022-03-04 16:00:03,"Franklin Wireless Corp.",5.25,42898912,0.141,26.241135,1.0114816,11594300,"USD","2021-09-30",39277925,1592068,47249794,NA,797485,273285,1189924,962334,827116,50472822,593706,NA,1519794,4990221,5382103,14073,34623489,-4155000,13088363,-600107,43570925,42107716,230799,3562323,NA,NA,5386619,727943,NA,"FKWL"
"1282","FLAC",2022-03-03 11:01:15,"Frazier Lifesciences Acquisitio",9.85,173782288,NA,NA,-23.81995,14301000,"USD","2021-09-30",635591,NA,966424,NA,NA,NA,NA,138014093,NA,138980517,2400,146023890,NA,245875,146269765,395,-7289643,NA,NA,NA,-7289248,-7289248,NA,45043,NA,NA,NA,NA,NA,"FLAC"
"1283","FLDM",2022-03-04 16:00:02,"Fluidigm Corporation",3.49,268448352,-0.782,NA,2.828201,76919296,"USD","2021-09-30",29309000,14232000,73465000,NA,66611000,106428000,32419000,3265000,NA,282188000,19461000,33347000,NA,47290000,182851000,76000,-726568000,-730000,826559000,-730000,99337000,-39510000,16000,10786000,NA,NA,NA,24498000,64044000,"FLDM"
"1284","FLEX",2022-03-04 16:00:03,"Flex Ltd.",15.8,7337200128,2.047,7.7234983,2.0183837,464086016,"USD","2021-10-01",2.458e+09,3.897e+09,1.2183e+10,NA,2.712e+09,1.085e+09,1.82e+08,5.49e+08,NA,1.6711e+10,2.106e+09,4.74e+08,NA,8.688e+09,1.3197e+10,5.786e+09,-1.747e+09,-5.25e+08,NA,-1.37e+08,3.514e+09,2.247e+09,6.6e+08,5.848e+09,NA,2.84e+08,NA,5.168e+09,3.501e+09,"FLEX"
"1285","FLGC",2022-03-04 16:00:02,"Flora Growth Corp.",1.92,122847184,-0.476,NA,3.3159723,64317900,"USD","2021-06-30",18806000,1869000,24104000,2430000,2656000,431000,631000,NA,NA,30252000,NA,139000,-154000,5862000,6213000,38943000,-22384000,7634000,NA,7634000,24193000,23131000,709000,5715000,NA,54000,NA,961000,46000,"FLGC"
"1286","FLGT",2022-03-04 16:00:02,"Fulgent Genetics, Inc.",54.7,1628794624,16.38,3.2869356,1.4013535,30252500,"USD","2021-12-31",164894000,143295000,611960000,507012000,71163000,50897000,35914000,1774000,759000,1278720000,45511000,788000,7131000,105310000,112840000,3000,657597000,-759000,501908000,-759000,1158749000,1071938000,13922000,20494000,NA,NA,285605000,NA,NA,"FLGT"
"1287","FLIC",2022-03-04 16:00:04,"The First of Long Island Corpor",28.5,495489600,1.81,11.779006,1.1973492,23240600,"USD","2021-09-30",259066000,NA,267066000,775747000,47671000,NA,NA,3006372000,1462000,4096856000,NA,NA,NA,3439509000,3676973000,2361000,315957000,368000,101197000,368000,419883000,419883000,8e+06,3371546000,NA,NA,NA,NA,226002000,"FLIC"
"1288","FLL",2022-03-04 16:00:02,"Full House Resorts, Inc.",8.38,286826464,0.331,25.31722,2.672194,34227500,"USD","2021-09-30",97926000,4544000,286243000,NA,150863000,21286000,10904000,796000,NA,470092000,1822000,6573000,NA,34140000,362769000,4000,44000,-1311000,108586000,NA,107323000,75133000,176572000,10391000,NA,1546000,NA,2139000,305329000,"FLL"
"1289","FLMN",2022-03-04 16:00:02,"Falcon Minerals Corporation",5.93,273622528,0.12,49.166668,2.06655,46376700,"USD","2021-09-30",3561000,9575000,14214000,NA,198743000,NA,NA,54581000,53056000,267538000,2780000,4276000,85834000,7915000,49291000,9000,11709000,NA,120695000,NA,132413000,132413000,NA,4735000,1300000,NA,NA,NA,36500000,"FLMN"
"1290","FLNC",2022-03-04 16:00:04,"Fluence Energy, Inc.",11.56,543598720,-4.82,NA,2.1526587,54143300,"USD","2021-09-30",36829000,206050000,661515000,NA,8206000,9176000,36057000,2721000,1184000,717675000,306320000,119616000,NA,771493000,891109000,106152000,-279301000,-285000,NA,-285000,-173434000,-218667000,26369000,162876000,NA,NA,NA,389787000,NA,"FLNC"
"1291","FLNT",2022-03-04 16:00:02,"Fluent, Inc.",1.42,112102320,-0.172,NA,0.53787875,78945296,"USD","2021-09-30",15615000,76568000,94391000,NA,8674000,165088000,38053000,3337000,NA,309543000,722000,673000,NA,52993000,101165000,42000,-198798000,-10718000,417852000,NA,208378000,5237000,NA,16185000,NA,5e+06,NA,NA,41507000,"FLNT"
"1292","FLUX",2022-03-04 16:00:03,"Flux Power Holdings, Inc.",2.1,33573748,-1.053,NA,1.6935483,15987500,"USD","2021-09-30",15737000,4511000,35120000,NA,4400000,NA,NA,89000,NA,39609000,449000,NA,NA,12110000,14855000,16000,-70335000,NA,95073000,NA,24754000,24754000,1026000,9298000,NA,NA,NA,13846000,NA,"FLUX"
"1293","FLWS",2022-03-04 16:00:03,"1-800-FLOWERS.COM, Inc.",14.3,928170752,1.355,10.531365,1.648758,36889900,"USD","2021-09-26",3785000,30635000,385503000,4600000,330428000,208150000,138144000,23061000,NA,1089886000,34500000,60355000,NA,274814000,599512000,895000,272976000,-158164000,374667000,-318000,490374000,144080000,NA,65363000,NA,2.5e+07,NA,282439000,156811000,"FLWS"
"1294","FLXS",2022-03-04 16:00:02,"Flexsteel Industries, Inc.",21.43,129755200,1.075,18.60465,0.84402436,6487760,"USD","2021-09-30",3995000,48246000,257425000,NA,65074000,NA,NA,1391000,NA,323890000,1392000,1184000,NA,75970000,153619000,8143000,160446000,-33235000,34917000,NA,170271000,170271000,11484000,44948000,NA,NA,NA,193700000,53053000,"FLXS"
"1295","FLYW",2022-03-04 16:00:02,"Flywire Corporation - Voting",25.43,2696403712,-0.393,NA,5.549956,98693104,"USD","2021-09-30",449130000,36605000,499943000,NA,2890000,44632000,69179000,6340000,NA,622984000,76573000,2244000,NA,107095000,135272000,11000,-114576000,-1042000,603319000,-294000,487712000,373901000,4e+06,12799000,NA,NA,NA,NA,25933000,"FLYW"
"1296","FMAO",2022-03-04 16:00:03,"Farmers & Merchants Bancorp, In",33.94,444907520,2.014,16.906654,1.4844363,13066300,"USD","2021-09-30",158078000,NA,176602000,431622000,26476000,55214000,3097000,1525972000,NA,2218983000,2002000,1039000,NA,1885434000,1964237000,81382000,184181000,-10817000,NA,901000,254746000,199532000,3735000,1866228000,NA,4146000,14622000,167000,77764000,"FMAO"
"1297","FMBH",2022-03-04 16:00:03,"First Mid Bancshares, Inc.",40.73,828588992,2.87,14.125437,1.1563034,20372600,"USD","2021-12-31",168602000,NA,173621000,1431299000,81484000,NA,141376000,4158802000,NA,5986582000,NA,49893000,NA,5102754000,5352688000,633894000,NA,NA,NA,NA,633894000,492518000,NA,4956486000,NA,NA,NA,5019000,200041000,"FMBH"
"1298","FMIV",2022-03-04 14:43:53,"Forum Merger IV Corporation",9.74,418427936,NA,NA,-21.622221,34603500,"USD","2021-09-30",1710629,NA,2256271,NA,NA,NA,NA,336032697,NA,338288968,34,356859047,NA,779467,357638514,940,-19350486,NA,NA,NA,-19349546,-19349546,NA,NA,NA,NA,NA,NA,NA,"FMIV"
"1299","FMNB",2022-03-04 16:00:02,"Farmers National Banc Corp.",17.86,604740352,1.77,10.079096,1.2800459,33898000,"USD","2021-09-30",79808000,NA,85518000,1202402000,24790000,45775000,2895000,1955667000,NA,3317047000,NA,16006000,NA,2869382000,2939523000,208539000,172939000,-3954000,NA,14260000,377524000,328854000,2628000,2866413000,NA,NA,NA,314000,49649000,"FMNB"
"1300","FMTX",2022-03-04 16:00:02,"Forma Therapeutics Holdings, In",12.5,479709248,-3.653,NA,0.7977656,47404600,"USD","2021-09-30",87248000,14533000,534886000,29088000,35310000,NA,NA,2941000,NA,602225000,1144000,NA,NA,32634000,59394000,47000,-180249000,NA,723033000,NA,542831000,542831000,NA,4595000,NA,NA,425433000,NA,NA,"FMTX"
"1301","FNCB",2022-03-04 16:00:04,"FNCB Bancorp Inc. Common Stock",9.78,194701616,1.119,8.704201,1.202024,19989900,"USD","2021-09-30",174193000,NA,181104000,477416000,20369000,NA,NA,987002000,NA,1665891000,NA,8097000,NA,1482215000,1503941000,24982000,48541000,8427000,8e+07,8427000,161950000,161950000,5084000,1482066000,NA,NA,NA,1827000,10310000,"FNCB"
"1302","FNCH",2022-03-04 16:00:03,"Finch Therapeutics Group, Inc.",7.4,313359424,-1.775,NA,1.4248705,47478700,"USD","2021-09-30",149200000,2399000,156167000,NA,19546000,18057000,NA,39209000,NA,232979000,NA,4327000,NA,8851000,13178000,47000,-141940000,NA,361694000,NA,219801000,201744000,NA,1382000,32900000,NA,NA,NA,NA,"FNCH"
"1303","FNGR",2022-03-04 16:00:04,"FingerMotion, Inc.",2.92,121742472,-0.14,NA,21.503757,42567300,"USD","2021-08-31",878085,5860190,9189263,NA,51773,NA,139681,NA,NA,9380717,NA,NA,11614,4151730,4151730,4220,-14576382,113552,19675983,113552,5217373,5077692,2204494,2387406,NA,NA,NA,2585,NA,"FNGR"
"1304","FNHC",2022-03-04 16:00:03,"FedNat Holding Company",1.26,20936280,-8.424,NA,0.29397357,17446900,"USD","2021-09-30",166860000,79794000,1537571000,355264000,6413000,NA,18977000,20548000,NA,1938773000,358435000,1076775000,NA,665114000,1867550000,174000,-117192000,2442000,185799000,2442000,71223000,71223000,969988000,306679000,NA,NA,NA,NA,118776000,"FNHC"
"1305","FNKO",2022-03-04 16:00:03,"Funko, Inc.",19.49,778633024,1.08,18.055555,2.4305124,39929900,"USD","2021-09-30",93245000,153655000,411524000,NA,107662000,126612000,193666000,75443000,70339000,914907000,12644000,86691000,70265000,243675000,541033000,5000,56631000,1114000,245859000,1114000,303609000,-16669000,NA,63936000,NA,17378000,NA,140834000,160172000,"FNKO"
"1306","FNLC",2022-03-04 16:00:03,"First Bancorp, Inc (ME)",35,333263616,3.3,9.181818,1.3566152,10998800,"USD","2021-09-30",27126000,NA,134029000,692725000,29106000,30646000,2597000,1640488000,NA,2529591000,NA,18540000,NA,2214029000,2290854000,110000,174391000,-2235000,66471000,-2235000,238737000,208091000,9817000,2033213000,NA,9e+07,93779000,NA,57681000,"FNLC"
"1307","FNVT",2022-03-04 15:57:00,"Finnovate Acquisition Corp.",9.91,214953744,NA,NA,2474.9998,17400000,"USD","2021-09-30",NA,NA,NA,NA,NA,NA,NA,419153,NA,419153,321304,NA,NA,404985,404985,431,-10832,NA,24569,NA,14168,14168,NA,NA,419153,NA,NA,NA,NA,"FNVT"
"1308","FNWB",2022-03-04 16:00:04,"First Northwest Bancorp",22.54,223488208,1.66,13.5,1.0737901,9972700,"USD","2021-09-30",17012000,NA,108336000,330287000,18188000,NA,4120000,1384206000,NA,1845137000,2118000,NA,-310000,1559830000,1657693000,102000,99058000,-7802000,96396000,-7802000,187754000,186568000,8006000,1522916000,NA,1e+07,59108000,NA,89261000,"FNWB"
"1309","FNWD",2022-03-04 16:00:03,"Finward Bancorp",47.49,193423840,4.3,10.523255,1.0069877,4274560,"USD","2021-09-30",31765000,NA,45117000,534257000,29980000,11109000,3374000,986087000,NA,1609924000,NA,NA,NA,1457355000,1457355000,NA,119677000,2608000,30284000,2608000,152569000,138086000,9127000,1406200000,NA,NA,977000,81000,NA,"FNWD"
"1310","FOCS",2022-03-04 16:00:03,"Focus Financial Partners Inc.",45.51,3501853184,0.18,252.83331,3.414872,65320100,"USD","2021-09-30",642207000,189201000,962291000,NA,271661000,1429196000,1183248000,241970000,237042000,4088366000,NA,579108000,226246000,104445000,3187065000,726000,17465000,-2677000,659541000,-2677000,675055000,-1937389000,NA,11714000,4928000,3321000,NA,NA,2250321000,"FOCS"
"1311","FOLD",2022-03-04 16:00:03,"Amicus Therapeutics, Inc.",9.19,2209428736,-0.923,NA,7.1597095,280028992,"USD","2021-09-30",385903000,51427000,650540000,NA,63261000,197797000,NA,45077000,NA,956675000,1.7e+07,26730000,NA,121102000,580046000,2805000,-2212645000,6516000,2579953000,6516000,376629000,178832000,NA,24474000,2.3e+07,NA,171057000,22072000,388719000,"FOLD"
"1312","FONR",2022-03-04 16:00:03,"Fonar Corporation",17.96,119607976,1.767,10.130164,0.820574,6554210,"USD","2021-09-30",43405000,62699000,109387000,NA,52583000,4269000,3957000,18033000,14764000,188229000,6752000,3031000,-2834000,16247000,48757000,1000,-42121000,-675000,185101000,NA,142306000,134080000,NA,1133000,NA,35000,32000,1835000,190000,"FONR"
"1313","FORA",2022-03-04 16:00:03,"Forian Inc.",6.36,207088608,-0.809,NA,6.347306,32561100,"USD","2021-09-30",23535098,2544459,39691679,NA,1678853,9125372,9596702,329682,NA,60422288,1183267,NA,NA,5532629,30256997,31533,-24771340,NA,54905098,NA,30165291,11443217,3e+05,1095328,NA,NA,12399243,NA,24049114,"FORA"
"1314","FORD",2022-03-04 16:00:02,"Forward Industries, Inc.",1.64,15796085,-0.05,NA,2.0603673,10061200,"USD","2021-09-30",1410365,8760715,12794709,NA,3911239,1758682,1318658,72251,NA,19855539,300695,45000,NA,7208043,12412096,100612,-12571645,NA,19914476,NA,7443443,4366103,NA,391992,NA,NA,NA,2379557,1600000,"FORD"
"1315","FORM",2022-03-04 16:00:02,"FormFactor, Inc.",39.58,3101235200,1.06,37.34906,3.7968736,78333800,"USD","2021-09-25",153781000,108207000,506501000,NA,176767000,213293000,39195000,70835000,67231000,1006591000,37143000,10058000,NA,1.6e+08,220201000,78000,-107691000,1700000,892303000,1700000,786390000,533902000,2019000,64925000,NA,9213000,110898000,115104000,17742000,"FORM"
"1316","FORR",2022-03-04 16:00:04,"Forrester Research, Inc.",52.69,1010119936,1.28,41.164062,5.0233574,19171000,"USD","2021-09-30",129332000,52317000,238119000,NA,97373000,245212000,66260000,7828000,NA,654792000,194164000,21526000,NA,276847000,453640000,240000,144802000,-185858000,241968000,-3323000,201152000,-110320000,18274000,7e+05,NA,12500000,17018000,NA,86872000,"FORR"
"1317","FORTY",2022-03-04 16:00:00,"Formula Systems (1985) Ltd.",104,1568983168,3.266,30.93999,2.9728458,15294300,"USD","2021-09-30",453283000,686335000,1202536000,28575000,155784000,NA,1164937000,68851000,42119000,2620683000,425366000,168799000,617253000,861565000,1483730000,519700000,NA,NA,NA,NA,519700000,-645237000,NA,151506000,NA,252790000,41782000,21136000,375709000,"FORTY"
"1318","FOSL",2022-03-04 16:00:02,"Fossil Group, Inc.",13.25,688844672,0.035,377.42856,1.5622042,52145700,"USD","2021-10-02",181782000,251496000,987450000,327000,280723000,NA,15017000,72444000,32775000,1355961000,88360000,61950000,1974000,569381000,913061000,521000,209486000,-67586000,298505000,-67586000,440926000,425909000,3885000,246325000,NA,40427000,NA,398324000,97398000,"FOSL"
"1319","FOUN",2022-03-04 16:00:00,"Founder SPAC",10.66,396102656,NA,NA,5010,31625000,"USD","2021-09-30",NA,NA,NA,NA,NA,NA,NA,388074,NA,388074,53529,NA,NA,371603,371603,791,-8529,NA,24209,NA,16471,16471,NA,NA,388074,NA,NA,NA,NA,"FOUN"
"1320","FOX",2022-03-04 16:00:03,"Fox Corporation",39.26,23135809536,2.466,15.843471,1.9552597,247096000,"USD","2021-09-30",5.411e+09,2.192e+09,8.875e+09,9.98e+08,2.14e+09,3.532e+09,3.492e+09,4.124e+09,3.653e+09,2.3161e+10,8.98e+08,9.34e+08,3.02e+08,2.869e+09,1.1429e+10,6e+06,2.409e+09,-3.12e+08,9.327e+09,-3.12e+08,1.143e+10,4.406e+09,1.272e+09,2.84e+08,NA,7.5e+08,NA,NA,7.203e+09,"FOX"
"1321","FOXA",2022-03-04 16:00:04,"Fox Corporation",42.85,23135846400,2.466,17.311434,2.1364226,315806016,"USD","2021-09-30",5.411e+09,2.192e+09,8.875e+09,9.98e+08,2.14e+09,3.532e+09,3.492e+09,4.124e+09,3.653e+09,2.3161e+10,8.98e+08,9.34e+08,3.02e+08,2.869e+09,1.1429e+10,6e+06,2.409e+09,-3.12e+08,9.327e+09,-3.12e+08,1.143e+10,4.406e+09,1.272e+09,2.84e+08,NA,7.5e+08,NA,NA,7.203e+09,"FOXA"
"1322","FOXF",2022-03-04 16:00:03,"Fox Factory Holding Corp.",103.71,4362976256,3.87,26.764858,4.879635,42121800,"USD","2021-10-01",319342000,159456000,778945000,850000,218671000,299802000,195252000,20009000,18667000,1513529000,31862000,1914000,NA,269888000,663489000,42000,521065000,-11535000,340468000,2219000,850040000,354986000,53962000,156504000,NA,1.5e+07,NA,246185000,365615000,"FOXF"
"1323","FOXW",2022-03-04 15:58:02,"FoxWayne Enterprises Acquisitio",10.04,72555936,-0.02,NA,-11.138888,5800000,"USD","2021-09-30",25170,NA,191791,NA,NA,NA,NA,58078962,NA,58270753,NA,64191500,NA,544786,64783986,149,-6513382,NA,NA,NA,-6513233,-6513233,NA,88175,NA,NA,NA,NA,47700,"FOXW"
"1324","FPAY",2022-03-04 16:00:03,"FlexShopper, Inc.",1.53,32313698,-0.016,NA,-4.265537,21399800,"USD","2021-09-30",3147926,19651250,57250170,NA,7227023,NA,NA,78347,NA,64555540,NA,904636,NA,12387089,49319353,2139,-45855622,NA,38286010,NA,-7567473,-7567473,NA,3344185,NA,NA,NA,33332854,34205693,"FPAY"
"1325","FRAF",2022-03-04 16:00:03,"Franklin Financial Services Cor",35,150317632,4.42,7.6578503,0.9814057,4441000,"USD","2021-09-30",21893000,NA,113749000,546726000,22955000,9016000,NA,1039995000,3632000,1732441000,NA,10726000,NA,1544481000,1579603000,4711000,114378000,-9200000,42949000,-2173000,152838000,143822000,81114000,1544295000,NA,NA,10742000,NA,19581000,"FRAF"
"1326","FRBA",2022-03-04 16:00:02,"First Bank",14.5,282306304,1.698,8.539458,1.084761,19469400,"USD","2021-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260179000,243044000,NA,NA,NA,NA,NA,NA,NA,"FRBA"
"1327","FRBK",2022-03-04 16:00:02,"Republic First Bancorp, Inc.",5.1,300247776,0.33,15.30303,0.9203572,59455000,"USD","2021-09-30",383968000,NA,417274000,2270378000,202073000,NA,NA,2515853000,NA,5405578000,NA,14701000,NA,4974807000,5082065000,594000,8388000,-9512000,324023000,-5787000,323493000,323493000,32071000,4972081000,NA,NA,NA,532000,11276000,"FRBK"
"1328","FREE",2022-03-04 16:00:04,"Whole Earth Brands, Inc.",9.08,373113472,-0.12,NA,1.1131566,41137100,"USD","2021-09-30",33579000,72997000,320153000,NA,75456000,241154000,271472000,10574000,2296000,918809000,54731000,70086000,NA,131658000,605277000,4000,-26043000,8446000,331125000,8446000,313532000,-199094000,NA,41968000,1900000,3750000,NA,193509000,384070000,"FREE"
